title,platform,link
DC Universe Online,ps4,http://static.metacritic.com/images/products/games/7/ff1761999d9c0da0e5e2d7ae8999ab03-98.jpg
DC Universe Online: War of the Light Part I,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
Dead Island: Definitive Collection,ps4,http://static.metacritic.com/images/products/games/0/27bbd3e360d420650099eb9ea8ab1e8b-98.jpg
Dead Island: Retro Revenge,ps4,http://static.metacritic.com/images/products/games/1/461ee9ba264dcef7c01d8174e8063405-98.jpg
Dead Island: Riptide - Definitive Edition,ps4,http://static.metacritic.com/images/products/games/0/84bb4bc6902bfc6d2b64c8319d6a79c5-98.jpg
Dead Nation: Apocalypse Edition,ps4,http://static.metacritic.com/images/products/games/6/240c1036187faf64df0435776d40e104-98.jpg
Dead or Alive 5: Last Round,ps4,http://static.metacritic.com/images/products/games/6/94cfbc219a2c6b91adec3e01a595ba28-98.jpg
Dead or Alive Xtreme 3: Fortune,ps4,http://static.metacritic.com/images/products/games/0/7281d102120ec8c1c09635a36d1e35c1-98.jpg
Dead Rising,ps4,http://static.metacritic.com/images/products/games/2/c4a5ccb6d7abb57d03a8aaea3fed8997-98.jpg
Dead Rising 2,ps4,http://static.metacritic.com/images/products/games/4/d403c8eb389c7081b647be0c3e123290-98.jpg
Dead Rising 2: Off the Record,ps4,http://static.metacritic.com/images/products/games/6/b255c26287d232628c566d147b321fcb-98.jpg
Dead Rising Triple Pack,ps4,http://static.metacritic.com/images/products/games/8/70222a75447bd9528d645a8ce17f11bb-98.jpg
Dead Star,ps4,http://static.metacritic.com/images/products/games/9/1005ddefc3d8cadacb0dfbb376791ba6-98.jpg
Dead Synchronicity: Tomorrow Comes Today,ps4,http://static.metacritic.com/images/products/games/7/683df1122e492fc85423e7ef6bddb7fe-98.jpg
Deadlight: Director's Cut,ps4,http://static.metacritic.com/images/products/games/8/97f444f1f1896d2d697fbd76e760387a-98.jpg
Deadpool,ps4,http://static.metacritic.com/images/products/games/5/287210b86634f36e77a65e16cf27f986-98.jpg
Dear Esther: Landmark Edition,ps4,http://static.metacritic.com/images/products/games/3/acc8592d10d165eb92e44059e394d2d6-98.jpg
Deception IV: The Nightmare Princess,ps4,http://static.metacritic.com/images/products/games/3/0c7858ac949617a07b390fadb029ada1-98.jpg
Deponia,ps4,http://static.metacritic.com/images/products/games/1/4ca4bdf9eaeb9e2e9bcc0bfee62258bc-98.jpg
Destiny,ps4,http://static.metacritic.com/images/products/games/7/483ad10ec1e6fa213a2900ac27e269e2-98.jpg
Destiny: House of Wolves,ps4,http://static.metacritic.com/images/products/games/8/6bbec7228b25ee4c8b5f8dfbbe9147e2-98.jpg
Destiny: Rise of Iron,ps4,http://static.metacritic.com/images/products/games/1/958b83a88ff4c612c4e2065586865a1e-98.jpg
Destiny: The Collection,ps4,http://static.metacritic.com/images/products/games/8/472c69fd544b9f1dcd68e850777c0ce5-98.jpg
Destiny: The Dark Below,ps4,http://static.metacritic.com/images/products/games/0/378d5c971bc3531465a4b524e3e7f923-98.jpg
Destiny: The Taken King,ps4,http://static.metacritic.com/images/products/games/9/2829791388bdce5b47584a334f1f05e0-98.jpg
Destiny: The Taken King - Legendary Edition,ps4,http://static.metacritic.com/images/products/games/8/11dd9863fe6304f1291515a1201b6a0d-98.jpg
Destroy All Humans!,ps4,http://static.metacritic.com/images/products/games/5/ebdf6a5a31679f28834f26830831bcfc-98.jpg
Destroy All Humans! 2,ps4,http://static.metacritic.com/images/products/games/1/610da0870c095c35194ec6e6ce08a087-98.jpg
Deus Ex: Mankind Divided,ps4,http://static.metacritic.com/images/products/games/0/52c920eee114db08a9becfd607a00933-98.jpg
Deus Ex: Mankind Divided - System Rift,ps4,http://static.metacritic.com/images/products/games/3/1f3fbd6cbfe292d7a918cde6aab159b1-98.jpg
Devil May Cry 4: Special Edition,ps4,http://static.metacritic.com/images/products/games/6/9f93fbcef170b5327f596c0d70ede6f7-98.jpg
Dex (Enhanced Version),ps4,http://static.metacritic.com/images/products/games/2/f2277b161cb7e7e1eb8742541d239671-98.jpg
DG2: Defense Grid 2,ps4,http://static.metacritic.com/images/products/games/6/d722b6312bfafa3bdac5ed9a12243062-98.jpg
Diablo III: Ultimate Evil Edition,ps4,http://static.metacritic.com/images/products/games/5/1092744fa790bc2fa0cd1a0cd59d201b-98.jpg
Digimon Story Cyber Sleuth,ps4,http://static.metacritic.com/images/products/games/3/82cdb742e995b63108bac2d749b9439a-98.jpg
Digimon World: Next Order,ps4,http://static.metacritic.com/images/products/games/9/e6e0d8f0d735ea1a82da47b073532eea-98.jpg
Dino Dini's Kick Off Revival,ps4,http://static.metacritic.com/images/products/games/9/4b39d0bfc8a8bdad79be92e55b8f3f36-98.jpg
DiRT Rally,ps4,http://static.metacritic.com/images/products/games/6/6ff0da5599828b144adc2242736c5d59-98.jpg
Disgaea 5: Alliance of Vengeance,ps4,http://static.metacritic.com/images/products/games/4/4dfe580b2b19986ff5f24ff40b5517fd-98.jpg
Dishonored 2,ps4,http://static.metacritic.com/images/products/games/4/8e507e31abccfeea0171e7d93a8da1a4-98.jpg
Dishonored: Definitive Edition,ps4,http://static.metacritic.com/images/products/games/7/2ed9ca44cdd1d6057868fb27e5696940-98.jpg
Disney Infinity 2.0 Edition,ps4,http://static.metacritic.com/images/products/games/9/fedf906b2b12bb54ae0debd5c387c319-98.jpg
Disney Infinity 3.0 Edition,ps4,http://static.metacritic.com/images/products/games/8/0153fcb6b0211bbf21f7d61249857281-98.jpg
Disney Infinity: Marvel Super Heroes - Guardians of the Galaxy Playset,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
Disney Infinity: Marvel Super Heroes - Ultimate Spider Man Playset,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
Divekick: Addition Edition +,ps4,http://static.metacritic.com/images/products/games/3/a22554282ee3f8d7523cfb6f20122324-98.jpg
Divinity: Original Sin Enhanced Edition,ps4,http://static.metacritic.com/images/products/games/4/c94f5c000a7555c695247ac95b7f6401-98.jpg
DmC: Devil May Cry Definitive Edition,ps4,http://static.metacritic.com/images/products/games/0/664c0dc9287e34c48d25882a2f6e636f-98.jpg
Dogchild,ps4,http://static.metacritic.com/images/products/games/5/76810c0f0c92ec7edaab20fec3f94e06-98.jpg
Dogos,ps4,http://static.metacritic.com/images/products/games/1/44b02d99c872d8eab7c6fca9c39e22e5-98.jpg
Doki-Doki Universe,ps4,http://static.metacritic.com/images/products/games/2/de0aae95825d420f2a3925d7ede01b1e-98.jpg
Don Bradman Cricket,ps4,http://static.metacritic.com/images/products/games/3/cb551e5691e4c412cbca77e52c3f402a-98.jpg
Don't Die, Mr. Robot!,ps4,http://static.metacritic.com/images/products/games/2/094bfee8d3cc80d4d71723cfc40a45ef-98.jpg
Don't Starve Together: Console Edition,ps4,http://static.metacritic.com/images/products/games/7/42d5f56e3d86058f57578e2aa2404a13-98.jpg
Don't Starve: Console Edition,ps4,http://static.metacritic.com/images/products/games/8/d4a76df72a6ef9bc96e271ad9b1f4d94-98.jpg
Don't Starve: Reign of Giants,ps4,http://static.metacritic.com/images/products/games/0/19b29f14998ec963bd0868804f45e4c8-98.jpg
Doodle Devil,ps4,http://static.metacritic.com/images/products/games/2/fb4c4a7bb56d26e46d9d4b46d443df2c-98.jpg
Doodle God,ps4,http://static.metacritic.com/images/products/games/9/581baa5a886df40fc0329033abc857df-98.jpg
Doodle Kingdom,ps4,http://static.metacritic.com/images/products/games/8/3327136494cf80bbf1fc67f3af002d53-98.jpg
DOOM,ps4,http://static.metacritic.com/images/products/games/4/ffc249d8cdca3f12c60f9b82d793bbd9-98.jpg
DOOM: Hell Followed,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
DOOM: Unto The Evil,ps4,http://static.metacritic.com/images/products/games/4/b50381aa5ffa60206a7df277445abc4c-98.jpg
Downwell,ps4,http://static.metacritic.com/images/products/games/8/249268b77786a20b85bb2fbba8f273fb-98.jpg
Dragon Age: Inquisition,ps4,http://static.metacritic.com/images/products/games/7/fc41373dcce81139a504f7ec37c81501-98.jpg
Dragon Age: Inquisition - Game of the Year Edition,ps4,http://static.metacritic.com/images/products/games/4/524d40337b46672726497267e1be308a-98.jpg
Dragon Age: Inquisition - Jaws Of Hakkon,ps4,http://static.metacritic.com/images/products/games/9/f20f9f4c1bfbeea19249f55699086174-98.jpg
Dragon Age: Inquisition - The Descent,ps4,http://static.metacritic.com/images/products/games/8/91b64f55af27e3dac5f6eb110cd10d8f-98.jpg
Dragon Age: Inquisition - Trespasser,ps4,http://static.metacritic.com/images/products/games/4/5991a0f2361681209ac2381ce1d082cf-98.jpg
Dragon Ball: Xenoverse,ps4,http://static.metacritic.com/images/products/games/0/a487fb4b16ede5a761ec083375b49ab1-98.jpg
Dragon Ball: Xenoverse 2,ps4,http://static.metacritic.com/images/products/games/8/9d49037f5ac6aef550ebeb7f1f51e1bb-98.jpg
Dragon Fantasy: The Black Tome of Ice,ps4,http://static.metacritic.com/images/products/games/7/2bc57044e55163b60b7706ea9fe376d3-98.jpg
Dragon Fin Soup,ps4,http://static.metacritic.com/images/products/games/7/c22357424a3142382ff85306de85caea-98.jpg
Dragon Quest Builders,ps4,http://static.metacritic.com/images/products/games/0/c4ba8ce1de4753a181d486d089ce2558-98.jpg
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,ps4,http://static.metacritic.com/images/products/games/4/c0c5264fce653a9c1c16d81ac483f897-98.jpg
Drawful 2,ps4,http://static.metacritic.com/images/products/games/1/038563b5a5bd30e10dd843e950ada53c-98.jpg
Dreamals,ps4,http://static.metacritic.com/images/products/games/3/a5b0766a179277d05092f4053c143f5f-98.jpg
Dreamals: Dream Quest,ps4,http://static.metacritic.com/images/products/games/2/e8c18c353e0cb384dba169c64fefcf66-98.jpg
Dreamfall Chapters,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
Dreii,ps4,http://static.metacritic.com/images/products/games/3/e026d985b7401931817e58f616058e2a-98.jpg
Driveclub,ps4,http://static.metacritic.com/images/products/games/9/f87a0bd18cfef179ce0a4d865285931c-98.jpg
Driveclub Bikes,ps4,http://static.metacritic.com/images/products/games/6/53b2912a8d4b7b2a7445956594e3fa7c-98.jpg
Driveclub VR,ps4,http://static.metacritic.com/images/products/games/0/c441e3b32cbfbbb0de5c4423914eb15e-98.jpg
DUCATI: 90th Anniversary,ps4,http://static.metacritic.com/images/products/games/9/757f92ad46174d3af36c77af45909342-98.jpg
Duck Dynasty,ps4,http://static.metacritic.com/images/products/games/2/0bc3bb46b8a15f8ed1e43bb5220786e6-98.jpg
EA Sports UFC,ps4,http://static.metacritic.com/images/products/games/4/8c6972dbc6c42417cc7e0af8de33e0f7-98.jpg
EA Sports UFC 2,ps4,http://static.metacritic.com/images/products/games/0/4be908d8c074390fe6b94b952bd3356a-98.jpg
Eagle Flight,ps4,http://static.metacritic.com/images/products/games/3/81d67fc6232bee9211a5e4e5ce005eda-98.jpg
Earth Defense Force 4.1: The Shadow of New Despair,ps4,http://static.metacritic.com/images/products/games/4/883ce253ab398cc45111037bc2e66cac-98.jpg
Earth's Dawn,ps4,http://static.metacritic.com/images/products/games/2/74494ddfb8e2d2753bdba943ca4626ad-98.jpg
Electronic Super Joy,ps4,http://static.metacritic.com/images/products/games/3/d042f6747417589ccc0a1160705430c3-98.jpg
Electronic Super Joy: Hot Sticky Mess,ps4,http://static.metacritic.com/images/products/games/2/723694abfd3a2637db82933e859ba972-98.jpg
Emily Wants To Play,ps4,http://static.metacritic.com/images/products/games/8/8e936b32e55e7082eeb4cd9a37473521-98.jpg
Ender of Fire,ps4,http://static.metacritic.com/images/products/games/1/235cf3642a2be90b7b1acacf5ce0cef0-98.jpg
Energy Hook,ps4,http://static.metacritic.com/images/products/games/0/85efffc6e0e431cd383c240cb1bec96f-98.jpg
Enter the Gungeon,ps4,http://static.metacritic.com/images/products/games/5/f3472c8160e8cb12bde3606e01df27c3-98.jpg
Entwined,ps4,http://static.metacritic.com/images/products/games/0/a2862b99b0752f8651b3ce906f5e80a2-98.jpg
Escape Goat 2,ps4,http://static.metacritic.com/images/products/games/7/af721259430518a736370fc754eec615-98.jpg
Escape Plan,ps4,http://static.metacritic.com/images/products/games/4/58d9354b08f6577d86aeb2eb4aa581ce-98.jpg
Escape Plan: Director's Cut,ps4,http://static.metacritic.com/images/products/games/0/c04357dd9dbf4db2895233ae05092eb3-98.jpg
Escape Plan: The Asylum,ps4,http://static.metacritic.com/images/products/games/1/06ff49ab8f1a6968c63c4c342ec80e6b-98.jpg
Escape Plan: The Underground,ps4,http://static.metacritic.com/images/products/games/2/defe64297ed4260049c4da66911c7c48-98.jpg
ETHER One,ps4,http://static.metacritic.com/images/products/games/8/391edd05f320109eab61cfdb4d359a87-98.jpg
EVE: Gunjack,ps4,http://static.metacritic.com/images/products/games/0/364c7d7680075dbfb8bc2158d91b7720-98.jpg
EVE: Valkyrie,ps4,http://static.metacritic.com/images/products/games/5/79d50b1e8c1943bb99f2ccb9a6b305ac-98.jpg
Everybody's Gone to the Rapture,ps4,http://static.metacritic.com/images/products/games/6/b8a35b57f62ea3f0acba2841226bec49-98.jpg
Evolve,ps4,http://static.metacritic.com/images/products/games/4/4f3e3062339c0db958257f51b20d2927-98.jpg
Evolve: The Hunt Evolves,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
Evolve: Ultimate Edition,ps4,http://static.metacritic.com/images/products/games/4/6d26139097ac8448b81a9e783283d915-98.jpg
Exile's End,ps4,http://static.metacritic.com/images/products/games/9/9005caeb5c5d888fd2be3adcb7b45f31-98.jpg
Exist Archive: The Other Side of the Sky,ps4,http://static.metacritic.com/images/products/games/9/536e3fe34c65c64a2dae61b923fd1aa0-98.jpg
Extreme Exorcism,ps4,http://static.metacritic.com/images/products/games/3/969442fee624223a873157c6869e9b84-98.jpg
F1 2015,ps4,http://static.metacritic.com/images/products/games/0/9d1232a48e98c3aed6b8ec1db9c0e28f-98.jpg
F1 2016,ps4,http://static.metacritic.com/images/products/games/5/51b8f60496b813009af1b10b2d660558-98.jpg
Fairy Fencer F: Advent Dark Force,ps4,http://static.metacritic.com/images/products/games/3/fe450935b7939dbd23420c5bc6be3967-98.jpg
Fallout 4,ps4,http://static.metacritic.com/images/products/games/7/cb580ff127697995b5613abcd28adff2-98.jpg
Fallout 4: Automatron,ps4,http://static.metacritic.com/images/products/games/3/659b815fcaeaeab06f4f79498bf26a9e-98.jpg
Fallout 4: Contraptions Workshop,ps4,http://static.metacritic.com/images/products/games/7/495cb52b49769e43f7a7171027a61bbb-98.jpg
Fallout 4: Far Harbor,ps4,http://static.metacritic.com/images/products/games/9/539e3b7afedb66da38c54afe28bd08b0-98.jpg
Fallout 4: Nuka-World,ps4,http://static.metacritic.com/images/products/games/3/3525296f281d3fb95e8b6cb62fafab17-98.jpg
Fallout 4: Vault-Tec Workshop,ps4,http://static.metacritic.com/images/products/games/1/e5aa23c3afe6e9005d406f007d3e1457-98.jpg
Fallout 4: Wasteland Workshop,ps4,http://static.metacritic.com/images/products/games/6/0dc4f5543ed608870519ce5ea6aa67f8-98.jpg
Fantavision,ps4,http://static.metacritic.com/images/products/games/9/321aeffbc7b16da07f59c551992245d3-98.jpg
Far Cry 4,ps4,http://static.metacritic.com/images/products/games/8/40c7b1fe6d75bda51bd876e36eed4ff9-98.jpg
Far Cry 4: Complete Edition,ps4,http://static.metacritic.com/images/products/games/5/01881e367bcfc83c4d2f0a55a9f916ec-98.jpg
Far Cry 4: Escape from Durgesh Prison,ps4,http://static.metacritic.com/images/products/games/8/0a011496f426618ed4ac59641ac87124-98.jpg
Far Cry 4: Valley of the Yetis,ps4,http://static.metacritic.com/images/products/games/4/4fd8f0da1dba24d242f9e6b86a518cd8-98.jpg
Far Cry Primal,ps4,http://static.metacritic.com/images/products/games/5/1ad1e28cf2c4c5f75cbb6aa9b3a612f7-98.jpg
Farming Simulator 15,ps4,http://static.metacritic.com/images/products/games/0/9a5026459e5155e52391e98b16c9db86-98.jpg
Farming Simulator 17,ps4,http://static.metacritic.com/images/products/games/6/61f06835987fa96ffca3db55fab2f633-98.jpg
Fat City,ps4,http://static.metacritic.com/images/products/games/1/eff90ad423131e0d520bb3874b8f850c-98.jpg
Fat Princess Adventures,ps4,http://static.metacritic.com/images/products/games/3/d915fbe9b98ed9142480b47b654f9cfa-98.jpg
Fate/Extella: The Umbral Star,ps4,http://static.metacritic.com/images/products/games/8/2f3930874bb3de3711b421b738f58946-98.jpg
Fenix Furia,ps4,http://static.metacritic.com/images/products/games/7/2ededb8ff23b81b10492abdc799e6c7e-98.jpg
Fez,ps4,http://static.metacritic.com/images/products/games/8/47da330953f08e8ef68edc69fd0813b7-98.jpg
Fibbage: The Hilarious Bluffing Party Game,ps4,http://static.metacritic.com/images/products/games/0/af7635a4b3a8ed03e0c597d5bff3cd8f-98.jpg
FIFA 14,ps4,http://static.metacritic.com/images/products/games/5/d653953db2613210718bce351944ba6c-98.jpg
FIFA 15,ps4,http://static.metacritic.com/images/products/games/4/50c4bb85d5cff5f338ffc8c4b153747d-98.jpg
FIFA 16,ps4,http://static.metacritic.com/images/products/games/4/4f399dbae4ed1d0a6dc2ab79bd534295-98.jpg
FIFA 17,ps4,http://static.metacritic.com/images/products/games/8/50e28f8b8a8021cf84d568dc1125d622-98.jpg
Filthy Lucre,ps4,http://static.metacritic.com/images/products/games/8/0dd5bdfd4f5b7e1f4c6e932aa40fcf24-98.jpg
Final Fantasy Type-0 HD,ps4,http://static.metacritic.com/images/products/games/3/dbf4c7b7913ad7ab6632771b4e83ea3c-98.jpg
Final Fantasy VII,ps4,http://static.metacritic.com/images/products/games/6/663cfb3f6d46f7c8581b83e081fd7f62-98.jpg
Final Fantasy X / X-2 HD Remaster,ps4,http://static.metacritic.com/images/products/games/7/f1e08a0d3a2dd9f826997c3e69961caf-98.jpg
Final Fantasy XIV Online: A Realm Reborn,ps4,http://static.metacritic.com/images/products/games/1/c6aa607fc2d4de95df35b221e7a1207b-98.jpg
Final Fantasy XIV Online: The Complete Experience,ps4,http://static.metacritic.com/images/products/games/2/ceda87b8381967277ebcb5c90a82bf2e-98.jpg
Final Fantasy XIV: Heavensward,ps4,http://static.metacritic.com/images/products/games/9/22eeab0153f55b2b459cbcef4c1d0544-98.jpg
Final Fantasy XV,ps4,http://static.metacritic.com/images/products/games/6/701af0a315397863b82509050147dc02-98.jpg
Final Horizon,ps4,http://static.metacritic.com/images/products/games/8/57839699ae840e0f350c7942f4cd7937-98.jpg
Final Horizon: Dark Galaxy,ps4,http://static.metacritic.com/images/products/games/3/55119eef03930833f93e5150fa6c1386-98.jpg
Firewatch,ps4,http://static.metacritic.com/images/products/games/8/a1e933f8ff423e9ae493c5db0e289b4c-98.jpg
Flame Over,ps4,http://static.metacritic.com/images/products/games/3/1e8aff1ab528759f643162885c1e7f83-98.jpg
Flockers,ps4,http://static.metacritic.com/images/products/games/0/04a5ac255b4aa3748e052427d815a3d4-98.jpg
flOw,ps4,http://static.metacritic.com/images/products/games/3/7cfd3b4758aaf801730d35c027e88ff0-98.jpg
flower,ps4,http://static.metacritic.com/images/products/games/0/f2677191b91f72111066b01e66135a66-98.jpg
Fluster Cluck,ps4,http://static.metacritic.com/images/products/games/4/69108949d22f5304da85dcce10659cd3-98.jpg
For Honor,ps4,http://static.metacritic.com/images/products/games/1/8d8e6668611a49ab8f2abbea8ef6c98f-98.jpg
Forced: Slightly Better Edition,ps4,http://static.metacritic.com/images/products/games/9/7d9cac5b49ee8d4102301bc7d48a760d-98.jpg
Forestry 2017: The Simulation,ps4,http://static.metacritic.com/images/products/games/4/1f57b818d84076df8961caaa6ee138eb-98.jpg
Foul Play,ps4,http://static.metacritic.com/images/products/games/7/8698606b404ddbcc8646647f5042e6a5-98.jpg
Four Sided Fantasy,ps4,http://static.metacritic.com/images/products/games/4/8d8be55147ab7d1b3fec71b491ab8009-98.jpg
FreezeME,ps4,http://static.metacritic.com/images/products/games/7/f082bc1d7c46f042411b68c4156c00af-98.jpg
Frozen Free Fall: Snowball Fight,ps4,http://static.metacritic.com/images/products/games/5/5f6ed63976fa899a03f836e1fede2c64-98.jpg
Full Mojo Rampage,ps4,http://static.metacritic.com/images/products/games/2/946e31807dac32cc7319d30d102986d4-98.jpg
Funk of Titans,ps4,http://static.metacritic.com/images/products/games/4/766a3728e12a24226fd26aeb6badc116-98.jpg
Furi,ps4,http://static.metacritic.com/images/products/games/3/def7b606721e092fc3d8bf944b7bc527-98.jpg
Futuridium EP Deluxe,ps4,http://static.metacritic.com/images/products/games/5/390a23eeeb19cb659c946bbe1c85de4a-98.jpg
Gal*Gun: Double Peace,ps4,http://static.metacritic.com/images/products/games/8/a8dc3b43d038ff67e2131d4dbc67ccfa-98.jpg
Galak-Z: The Dimensional,ps4,http://static.metacritic.com/images/products/games/5/d3f2fdc4c5f76f84b5b935be05104a77-98.jpg
Galak-Z: The Void,ps4,http://static.metacritic.com/images/products/games/98w-game.jpg
Game of Thrones: A Telltale Games Series,ps4,http://static.metacritic.com/images/products/games/4/24cde94176a90b03be7cbd3a232625fa-98.jpg
Game of Thrones: Episode Five - A Nest of Vipers,ps4,http://static.metacritic.com/images/products/games/3/f0853d4cf7970a9703b7336c6ee07251-98.jpg
Game of Thrones: Episode Four - Sons of Winter,ps4,http://static.metacritic.com/images/products/games/6/972b356dc45176d4a0d3ec099562b6e4-98.jpg
Game of Thrones: Episode One - Iron From Ice,ps4,http://static.metacritic.com/images/products/games/4/a8d9de2f1455c326c7208ce3e6fb410e-98.jpg
Game of Thrones: Episode Six - The Ice Dragon,ps4,http://static.metacritic.com/images/products/games/9/a9218a9f1b78ef454e5e66f7f0784a39-98.jpg
Game of Thrones: Episode Three - The Sword in the Darkness,ps4,http://static.metacritic.com/images/products/games/0/b89a96a274d5fe356efb6d21160c2ac8-98.jpg
Game of Thrones: Episode Two - The Lost Lords,ps4,http://static.metacritic.com/images/products/games/5/95e2f8be395d3b2b34a0d10f5c6a1faf-98.jpg
Gary the Gull,ps4,http://static.metacritic.com/images/products/games/9/6b69c7bf5661f4cf2d694d94d9e63db8-98.jpg
Gauntlet: Slayer Edition,ps4,http://static.metacritic.com/images/products/games/1/3eec6e23dcb4deb806413417d59df510-98.jpg
Gemini: Heroes Reborn,ps4,http://static.metacritic.com/images/products/games/6/096ed35cd5963cc91ac02a2074d594e6-98.jpg
Gems of War,ps4,http://static.metacritic.com/images/products/games/3/e440aa8d966d318415a81da775a38f5a-98.jpg
Geometry Wars 3: Dimensions,ps4,http://static.metacritic.com/images/products/games/2/21ae90d1be5144d2fb903ecc78b48486-98.jpg
Geometry Wars 3: Dimensions Evolved,ps4,http://static.metacritic.com/images/products/games/7/93c9fce6b8ce96871e5613e8f62f4d3a-98.jpg
Ghostbusters,ps4,http://static.metacritic.com/images/products/games/5/ee56b802653dd26717b8883f65d102c0-98.jpg
Giana Sisters: Dream Runners,ps4,http://static.metacritic.com/images/products/games/5/0cbcd4e145cfebbd35cc7ff52c7205f0-98.jpg
Giana Sisters: Twisted Dreams - Director's Cut,ps4,http://static.metacritic.com/images/products/games/3/38110c4a6da9f038c56d00130828005f-98.jpg
Ginger: Beyond the Crystal,ps4,http://static.metacritic.com/images/products/games/6/96f2d21a1e180d4e56d3f08b2ea2bed9-98.jpg
Goat Simulator,ps4,http://static.metacritic.com/images/products/games/8/bcc2bdb9d03bc38636ea7605e9b4c895-98.jpg
Goat Simulator: The Bundle,ps4,http://static.metacritic.com/images/products/games/6/413631feb1c8375598633d965971f91d-98.jpg
God Eater 2: Rage Burst,ps4,http://static.metacritic.com/images/products/games/9/f5eea7dae8f2bf6d3298fc1316750fb2-98.jpg
God Eater Resurrection,ps4,http://static.metacritic.com/images/products/games/7/d450d56593aba1551eb58f1c07a41b54-98.jpg
God of War III Remastered,ps4,http://static.metacritic.com/images/products/games/8/6ce4198d741ddf89d12715a3b25dcc20-98.jpg
Godzilla,ps4,http://static.metacritic.com/images/products/games/1/e70b922f10b23ebc3eed94beccf90bc1-98.jpg
Gone Home: Console Edition,ps4,http://static.metacritic.com/images/products/games/6/e82d0aa782e47a3462f2b5c88642e9ba-98.jpg
Goosebumps: The Game,ps4,http://static.metacritic.com/images/products/games/8/947c2e1bef4b7b80d89e151e42963549-98.jpg
Gran Turismo Sport,ps4,http://static.metacritic.com/images/products/games/8/733c8ae7e2ade771b0a2f086849f58a9-98.jpg
Grand Ages: Medieval,ps4,http://static.metacritic.com/images/products/games/2/9de73530724ebbad56c3d03e15ab7464-98.jpg
Grand Kingdom,ps4,http://static.metacritic.com/images/products/games/7/1c78b290b1076fb7b83ea1eafce82e70-98.jpg
Grand Prix Rock 'N Racing,ps4,http://static.metacritic.com/images/products/games/9/ca978b3de97bcfabb358d9e15f4723b3-98.jpg
Grand Theft Auto III,ps4,http://static.metacritic.com/images/products/games/1/0e1a4b1dd344ee2719eed9b83abff8a2-98.jpg
Grand Theft Auto Online,ps4,http://static.metacritic.com/images/products/games/8/8405da49a6b47ff2b64bc36942fe5953-98.jpg
Grand Theft Auto V,ps4,http://static.metacritic.com/images/products/games/7/a149682ad949afdce7d25ee90d0ef848-98.jpg
Grand Theft Auto: San Andreas,ps4,http://static.metacritic.com/images/products/games/3/c61b1e6afec2783227159107bf47d196-98.jpg
Grand Theft Auto: Vice City,ps4,http://static.metacritic.com/images/products/games/2/ff3b1756fac144c90a6ba91d407c82de-98.jpg
Gravity Rush 2,ps4,http://static.metacritic.com/images/products/games/3/7a7ef2366ad34ec3a2c385d95019ced7-98.jpg
Gravity Rush Remastered,ps4,http://static.metacritic.com/images/products/games/8/dcee3f97deeea1652a9565121b410fdb-98.jpg
Grim Fandango Remastered,ps4,http://static.metacritic.com/images/products/games/6/efa73203dcb682d7637f7cb97aaa4266-98.jpg
Grow Home,ps4,http://static.metacritic.com/images/products/games/2/3f6bcf213873bd20347ab540851dfb19-98.jpg
Grow Up,ps4,http://static.metacritic.com/images/products/games/0/63ac67509ef13635486e5dd9fcaa365f-98.jpg
Gryphon Knight Epic,ps4,http://static.metacritic.com/images/products/games/6/c7d7e1a367568e787029da79e3c51560-98.jpg
Guacamelee! Super Turbo Championship Edition,ps4,http://static.metacritic.com/images/products/games/0/dbdb5cff7dc5c7f74d807ec89d901012-98.jpg
Guilty Gear Xrd -REVELATOR-,ps4,http://static.metacritic.com/images/products/games/3/20043dc19cd210a84a66573e65d3b88e-98.jpg
Guilty Gear Xrd -SIGN-,ps4,http://static.metacritic.com/images/products/games/1/35bb21810b998fffe0a5222b0bd2d983-98.jpg
Guitar Hero Live,ps4,http://static.metacritic.com/images/products/games/4/87f8adbc2810e4e787b8f1fe1392b323-98.jpg
GUNS UP!,ps4,http://static.metacritic.com/images/products/games/5/b545a8114067b79fd176100cc41cbb0d-98.jpg
Guns, Gore & Cannoli,ps4,http://static.metacritic.com/images/products/games/8/90c1a0f4f1ab6f5b69e9931cccdea6f4-98.jpg
Gunscape,ps4,http://static.metacritic.com/images/products/games/2/22e43bc9e560cc1ed695d9e81cc2cc6d-98.jpg
Hand of Fate,ps4,http://static.metacritic.com/images/products/games/6/5adae02ea9441e5534c1beb6c1595a71-98.jpg
Handball 16,ps4,http://static.metacritic.com/images/products/games/6/64f69e3107ed3d35bcf448ed3debb8e8-98.jpg
Handball 17,ps4,http://static.metacritic.com/images/products/games/0/db2e948c7720b62aa834179a5338a5e3-98.jpg
Hard Reset Redux,ps4,http://static.metacritic.com/images/products/games/8/a22999e7789c73140b80b4b95af467e3-98.jpg
Hardware: Rivals,ps4,http://static.metacritic.com/images/products/games/4/3577546d69bab9001c052716237302a9-98.jpg
Harmonix Music VR,ps4,http://static.metacritic.com/images/products/games/2/2464fb3412b5c1873061f667d173ee05-98.jpg
