title,platform,genre,metascore,userscore,rating,developer
5 Star Wrestling: ReGenesis,PlayStation 4,Sports,No score yet,1.4,T,Serious Parody
7 Days to Die,PlayStation 4,Action,45,5.9,M,The Fun Pimps Entertainment LLC
A Bastard's Tale,PlayStation 4,Action,48,6.0,T,No Pest Productions
A Boy and His Blob,PlayStation 4,Action,66,7.3,E,Abstraction Games
Aaru's Awakening,PlayStation 4,Action,59,1.8,E,Lumenox ehf
Absolute Drift: Zen Edition,PlayStation 4,Racing,78,6.8,E,Flippfly
Abyss Odyssey: Extended Dream Edition,PlayStation 4,Action Adventure,65,6.0,T,ACE Team
ABZU,PlayStation 4,Fantasy,77,7.6,E,Giant Squid
Ace Banana,PlayStation 4,Action,38,4.5,E,TVR
Aces of the Luftwaffe,PlayStation 4,General,No score yet,4.1,E10+,HandyGames
Action Henk,PlayStation 4,Action,73,4.6,E,RageSquid
Adam's Venture: Origins,PlayStation 4,Adventure,53,5.6,,Vertigo Games
ADR1FT,PlayStation 4,Action,56,5.6,T,Three One Zero
Adventure Time: Finn and Jake Investigations,PlayStation 4,Adventure,No score yet,6.7,E10+,Vicious Cycle
Adventures of Pip,PlayStation 4,Action,74,8.5,E10+,TicToc Games
Aegis of Earth: Protonovus Assault,PlayStation 4,Strategy,57,7.8,T,Acquire
Afro Samurai 2: Revenge of Kuma Volume One,PlayStation 4,Action,21,2.8,M,Versus Evil
Agatha Christie's The ABC Murders,PlayStation 4,Adventure,67,5.9,T,Microids
AIPD - Artificial Intelligence Police Department,PlayStation 4,Action,62,tbd,E10+,Blazing Badger
Air Conflicts: Pacific Carriers,PlayStation 4,Simulation,No score yet,4.9,T,Games Farm
Air Conflicts: Vietnam Ultimate Edition,PlayStation 4,Action,30,2.2,T,bitComposer Entertainment AG
AirMech Arena,PlayStation 4,Simulation,No score yet,6.2,E10+,Carbon Games
Akiba's Trip: Undead & Undressed,PlayStation 4,Action Adventure,57,7.0,M,Acquire
Albedo: Eyes from Outer Space,PlayStation 4,Action Adventure,55,tbd,T,Z4g0 and Ivan Venturi Productions
Alekhine's Gun,PlayStation 4,Action Adventure,36,3.8,M,Maximum Games
Alien: Isolation,PlayStation 4,Action Adventure,79,8.1,M,Creative Assembly
Alien: Isolation - Safe Haven,PlayStation 4,Action Adventure,No score yet,7.4,M,Creative Assembly
Alienation,PlayStation 4,Sci-Fi,79,8.0,M,Housemarque
Alone With You,PlayStation 4,Adventure,72,7.4,T,Benjamin Rivers
Amazing Discoveries In Outer Space,PlayStation 4,Action,71,5.5,E,Cosmic Picnic
Among the Sleep,PlayStation 4,Adventure,65,6.7,T,Krillbite Studio
Amplitude,PlayStation 4,Miscellaneous,74,7.9,E,Harmonix Music Systems
Angry Birds Star Wars,PlayStation 4,Strategy,47,2.0,E,Exient Entertainment
Anima: Gate of Memories,PlayStation 4,Role-Playing,52,7.9,T,Edge Entertainment
Anomaly 2,PlayStation 4,Strategy,74,5.5,T,11 bit studios
Another World: 20th Anniversary Edition,PlayStation 4,Action,53,6.0,T,The Digital Lounge
Apotheon,PlayStation 4,Action,76,7.3,T,Alientrap
Aqua Kitty: Milk Mine Defender DX,PlayStation 4,Action,74,5.4,E10+,Tikipod Limited
Aragami,PlayStation 4,Action Adventure,71,7.1,M,Lince Works
Arc the Lad: Twilight of the Spirits,PlayStation 4,Strategy,No score yet,8.5,T,Cattle Call
The 'Arcade Archives' series has faithfully reproduced the masterpieces of classic arcade games on the PS4 system while taking advantage of the additional features the PS4 system offers.  Players can share play screens and video with the SHARE feature, and can also compete with other players online to improve your standing on the online score ranking leaderboard.,,,,,
Arcade Archives: Rygar,PlayStation 4,Action,No score yet,4.5,E10+,Koei Tecmo Games
Back to Bed,PlayStation 4,Action,62,5.0,E10+,Bedtime Digital Games
Back to the Future: The Game,PlayStation 4,Adventure,No score yet,7.2,T,Telltale Games
Backgammon Blitz,PlayStation 4,Miscellaneous,No score yet,5.9,E,VooFoo Studios
BADLAND: Game of the Year Edition,PlayStation 4,Action,76,6.2,E,Frogmind
Bard's Gold,PlayStation 4,Action,64,tbd,E,Erdem Sen
Basement Crawl,PlayStation 4,Action,27,2.6,T,Bloober Team
Bastion,PlayStation 4,Role-Playing,89,7.9,E10+,Supergiant Games
Batman: Arkham Knight,PlayStation 4,General,87,7.6,M,Rocksteady Studios
Batman: Arkham Knight - A Matter of Family,PlayStation 4,Action Adventure,61,6.5,M,Rocksteady Studios
Batman: Arkham Knight - Catwoman's Revenge,PlayStation 4,Action Adventure,No score yet,6.0,M,Rocksteady Studios
Batman: Arkham Knight - GCPD Lockdown,PlayStation 4,Action Adventure,No score yet,5.8,M,Rocksteady Studios
Batman: Arkham Knight - Season of Infamy: Most Wanted,PlayStation 4,Action Adventure,79,7.9,M,Rocksteady Studios
Batman: Arkham VR,PlayStation 4,Action,75,7.6,M,Rocksteady Studios
Batman: Return to Arkham,PlayStation 4,Miscellaneous,72,8.5,T,Rocksteady Studios
Batman: The Telltale Series,PlayStation 4,Action,No score yet,7.7,M,Telltale Games
Batman: The Telltale Series - Episode 1: Realm of Shadows,PlayStation 4,Adventure,70,6.5,M,Telltale Games
Batman: The Telltale Series - Episode 2: Children of Arkham,PlayStation 4,Adventure,66,7.5,M,Telltale Games
Batman: The Telltale Series - Episode 3: New World Order,PlayStation 4,Adventure,80,8.1,M,Telltale Games
Battle Ages,PlayStation 4,Strategy,No score yet,3.0,E10+,DR Studios
Battle Islands,PlayStation 4,Action,No score yet,1.4,T,505 Games
Battle Trivia Knockout,PlayStation 4,Miscellaneous,51,tbd,E,Happy Dance Games
Battle Worlds: Kronos,PlayStation 4,Strategy,62,tbd,,KING Art
Battleborn,PlayStation 4,Sci-Fi,68,6.8,T,Gearbox Software
Battlefield 1,PlayStation 4,Action,88,8.6,M,EA DICE
Battlefield 4,PlayStation 4,Action,85,6.9,M,EA DICE
Battlefield 4: China Rising,PlayStation 4,Action,No score yet,5.9,M,
Battlefield 4: Dragon's Teeth,PlayStation 4,Action,No score yet,5.9,M,EA DICE
Battlefield 4: Final Stand,PlayStation 4,Action,No score yet,6.9,M,EA DICE
Battlefield 4: Naval Strike,PlayStation 4,Action,No score yet,6.4,M,EA DICE
Battlefield 4: Premium Edition,PlayStation 4,Action,No score yet,6.7,M,EA DICE
Battlefield 4: Second Assault,PlayStation 4,Action,No score yet,6.6,M,Dice
Battlefield Hardline,PlayStation 4,Modern,73,5.0,M,Visceral Games
Battlezone,PlayStation 4,Action,63,6.9,T,Rebellion
Beach Buggy Racing,PlayStation 4,Action,No score yet,6.8,E,Vector Unit
Bears Can't Drift!?,PlayStation 4,Racing,53,tbd,E10+,Strangely Named Studio
Bedlam,PlayStation 4,Action,53,6.2,M,Standfast Interactive
Beyond Eyes,PlayStation 4,Action Adventure,52,3.6,E,tiger & squid
Beyond: Two Souls,PlayStation 4,Adventure,72,7.8,M,Quantic Dream
Big City Stories,PlayStation 4,Strategy,No score yet,6.3,T,Hellfire Games
Binaries,PlayStation 4,Action,71,tbd,E,Ant Workshop Ltd
BioShock: The Collection,PlayStation 4,Action,84,8.6,M,2K Games
Blacklight: Retribution,PlayStation 4,Action,58,6.2,T,Zombie Studios
Bladestorm: Nightmare,PlayStation 4,Action,58,6.5,T,Omega Force
BlazBlue: Chrono Phantasma Extend,PlayStation 4,Action,80,7.6,T,Arc System Works
BlazeRush,PlayStation 4,Racing,No score yet,7.4,E10+,Targem Games
Blood Bowl 2,PlayStation 4,Sports,72,7.5,T,Cyanide
Bloodborne,PlayStation 4,Fantasy,92,8.6,M,From Software
Bloodborne: Complete Edition,PlayStation 4,Role-Playing,No score yet,9.4,M,From Software
Bloodborne: The Old Hunters,PlayStation 4,Role-Playing,87,9.0,M,From Software
Blue Estate,PlayStation 4,Action,49,5.8,M,HeSaw
Blues and Bullets - Episode 1: The End of Peace,PlayStation 4,Action Adventure,86,5.1,,A Crowd of Monsters
Blues and Bullets - Episode 2: Shaking The Hive,PlayStation 4,Action Adventure,No score yet,4.8,,A Crowd of Monsters
Boggle,PlayStation 4,Miscellaneous,No score yet,7.2,E,Frima Studio
Borderlands: The Handsome Collection,PlayStation 4,Miscellaneous,82,7.8,M,Gearbox Software
Bounce Rescue!,PlayStation 4,Action,56,tbd,E10+,Bitecore
Bound,PlayStation 4,Action,72,7.4,E10+,SCE Santa Monica
Bound by Flame,PlayStation 4,Role-Playing,53,6.0,M,Spiders
BRAWL,PlayStation 4,Action,62,6.3,M,Bloober Team
BROFORCE,PlayStation 4,Action,68,6.3,M,Free Lives
Broken Age,PlayStation 4,Third-Person,81,7.4,E10+,Double Fine Productions
Broken Sword 5: The Serpent's Curse,PlayStation 4,Adventure,72,7.2,T,Revolution Software
Brothers: A Tale of Two Sons,PlayStation 4,Action Adventure,81,8.6,T,Starbreeze
Brut@l,PlayStation 4,Action Adventure,68,6.1,T,Stormcloud Games Limited
Bully,PlayStation 4,Action Adventure,No score yet,8.0,T,Rockstar Vancouver
Cabela's African Adventures,PlayStation 4,Sports,No score yet,4.6,T,FUN Labs
Call of Duty: Advanced Warfare,PlayStation 4,Action,83,5.7,M,Sledgehammer Games
Call of Duty: Advanced Warfare - Ascendance,PlayStation 4,Action,No score yet,6.2,M,Sledgehammer Games
Call of Duty: Advanced Warfare - Havoc,PlayStation 4,Action,No score yet,6.1,M,Sledgehammer Games
Call of Duty: Black Ops III,PlayStation 4,Action,81,4.6,M,Treyarch
Call of Duty: Black Ops III - Awakening,PlayStation 4,Action,74,5.3,,Treyarch
Call of Duty: Black Ops III - Descent,PlayStation 4,Action,68,tbd,M,Treyarch
Call of Duty: Black Ops III - Eclipse,PlayStation 4,Action,74,4.0,,Treyarch
Call of Duty: Black Ops III - Salvation,PlayStation 4,Action,74,tbd,,Treyarch
Call of Duty: Ghosts,PlayStation 4,Action,78,3.6,M,Infinity Ward
Call of Duty: Ghosts - Devastation,PlayStation 4,Action,No score yet,5.1,M,Infinity Ward
Call of Duty: Ghosts - Gold Edition,PlayStation 4,Action,No score yet,3.9,M,Infinity Ward
Call of Duty: Ghosts - Invasion,PlayStation 4,Action,No score yet,4.6,M,Infinity Ward
Calvino Noir,PlayStation 4,Action Adventure,44,6.5,T,Calvino Noir Ltd.
Candlelight,PlayStation 4,Action,69,tbd,E,Pixel Maverick Games
Capsule Force,PlayStation 4,Action,No score yet,5.8,T,klobit
Carmageddon: Max Damage,PlayStation 4,Racing,51,5.5,M,Stainless Games
Casey Powell Lacrosse 16,PlayStation 4,Sports,69,8.0,E,Crosse Studios
CastleStorm: Definitive Edition,PlayStation 4,Strategy,74,6.1,T,Zen Studios
Catlateral Damage,PlayStation 4,Action,57,4.8,E,Manekoware
Cel Damage HD,PlayStation 4,Simulation,58,6.1,T,Finish Line Games
Chambara,PlayStation 4,Action,71,tbd,E10+,team ok
Chariot,PlayStation 4,Action,76,7.1,E,Frima Studio
Child of Light,PlayStation 4,Action,82,8.0,E10+,Ubisoft Montreal
Chivalry: Medieval Warfare,PlayStation 4,Action,58,5.4,M,Torn Banner Studios
Chronicles of Teddy: Harmony of Exidus,PlayStation 4,Role-Playing,79,8.3,E,Aksys Games
Citizens of Earth,PlayStation 4,Role-Playing,70,7.1,E10+,Eden Industries
Coffin Dodgers,PlayStation 4,Racing,36,4.1,T,Milky Tea Studios
Color Guardians,PlayStation 4,Action,62,6.2,E,Fair Play Labs
Commander Cherry's Puzzled Journey,PlayStation 4,Puzzle,53,tbd,E,Grande Games
Contrast,PlayStation 4,Action,59,6.4,T,Compulsion Games
Costume Quest 2,PlayStation 4,Role-Playing,74,6.9,E10+,Double Fine Productions
CounterSpy,PlayStation 4,Action,67,6.7,T,Dynamighty
Crazy Strike Bowling EX,PlayStation 4,Sports,48,tbd,E10+,Corecell Technology
Crimsonland,PlayStation 4,Action,64,6.0,T,10tons Entertainment
Croixleur Sigma,PlayStation 4,Action,71,6.3,E10+,souvenir circ.
Crypt of the NecroDancer,PlayStation 4,Role-Playing,85,6.6,T,Brace Yourself Games
Curses 'N Chaos,PlayStation 4,Action,70,8.4,E10+,Tribute Games
Dangerous Golf,PlayStation 4,Sports,56,5.1,E,Three Fields Entertainment
Dariusburst: Chronicle Saviours,PlayStation 4,Action,80,8.0,E,Pyramid
Dark Cloud,PlayStation 4,Role-Playing,No score yet,7.7,T,Level 5
Dark Cloud 2,PlayStation 4,Role-Playing,No score yet,8.2,T,Level 5
Dark Souls II: Scholar of the First Sin,PlayStation 4,Role-Playing,87,7.9,T,From Software
Dark Souls III,PlayStation 4,Role-Playing,89,8.7,M,From Software
Dark Souls III: Ashes of Ariandel,PlayStation 4,Role-Playing,74,6.9,M,From Software
Darkest Dungeon,PlayStation 4,Role-Playing,84,8.1,T,Red Hook Studios
Darksiders II: Deathinitive Edition,PlayStation 4,Action Adventure,72,7.1,M,Gunfire Games
Day of the Tentacle Remastered,PlayStation 4,Adventure,84,7.2,T,Double Fine Productions
Daydreamer: Awakened Edition,PlayStation 4,Action,68,tbd,T,Roland Studios
Daylight,PlayStation 4,Action Adventure,48,4.7,M,Zombie Studios
DC Universe Online,PlayStation 4,Role-Playing,75,6.5,T,WBIE
DC Universe Online: War of the Light Part I,PlayStation 4,Role-Playing,No score yet,5.9,T,WBIE
Dead Island: Definitive Collection,PlayStation 4,Miscellaneous,63,6.4,M,Techland
Dead Island: Retro Revenge,PlayStation 4,Action,65,6.5,M,Techland
Dead Island: Riptide - Definitive Edition,PlayStation 4,Action,No score yet,6.2,M,Techland
Dead Nation: Apocalypse Edition,PlayStation 4,Action,74,7.0,M,Housemarque
Dead or Alive 5: Last Round,PlayStation 4,Action,74,7.1,M,Team Ninja
Dead or Alive Xtreme 3: Fortune,PlayStation 4,Sports,43,7.7,,Team Ninja
Dead Rising,PlayStation 4,Action Adventure,84,7.1,M,Capcom
Dead Rising 2,PlayStation 4,Action Adventure,82,7.2,M,Blue Castle Games
Dead Rising Triple Pack,PlayStation 4,Action Adventure,71,tbd,,Capcom
Dead Star,PlayStation 4,Action,70,6.1,E,Armature Studio
Dead Synchronicity: Tomorrow Comes Today,PlayStation 4,Adventure,76,tbd,M,Fictiorama Studios
Deadlight: Director's Cut,PlayStation 4,Action,70,7.1,M,Tequila Works
Deadpool,PlayStation 4,Action,60,5.7,M,High Moon Studios
Dear Esther: Landmark Edition,PlayStation 4,Adventure,68,6.9,T,The Chinese Room
Deception IV: The Nightmare Princess,PlayStation 4,Strategy,69,7.0,M,Koei Tecmo Games
Destiny,PlayStation 4,Action,76,6.1,T,Bungie Software
Destiny: House of Wolves,PlayStation 4,Action,72,4.1,T,Bungie
Destiny: Rise of Iron,PlayStation 4,Action,71,4.7,,Bungie
Destiny: The Collection,PlayStation 4,Action,No score yet,7.6,T,Bungie
Destiny: The Dark Below,PlayStation 4,Sci-Fi,63,3.0,T,Bungie
Destiny: The Taken King,PlayStation 4,Action,86,6.0,T,Bungie
Destiny: The Taken King - Legendary Edition,PlayStation 4,Action,No score yet,4.3,T,Bungie
Deus Ex: Mankind Divided,PlayStation 4,Action Adventure,84,7.7,M,Eidos Montreal
Deus Ex: Mankind Divided - System Rift,PlayStation 4,Action Adventure,75,tbd,,Eidos Montreal
Devil May Cry 4: Special Edition,PlayStation 4,Fantasy,75,8.1,M,Capcom
Dex (Enhanced Version),PlayStation 4,Role-Playing,67,7.5,M,Dreadlocks Ltd
DG2: Defense Grid 2,PlayStation 4,Strategy,77,7.1,E10+,Hidden Path Entertainment
Diablo III: Ultimate Evil Edition,PlayStation 4,Role-Playing,90,8.0,M,Blizzard Entertainment
Digimon Story Cyber Sleuth,PlayStation 4,Role-Playing,75,8.5,T,Media Vision
Dino Dini's Kick Off Revival,PlayStation 4,Sports,31,5.5,,The Digital Lounge
DiRT Rally,PlayStation 4,Racing,85,8.1,E,Codemasters
Disgaea 5: Alliance of Vengeance,PlayStation 4,Fantasy,80,8.0,T,Nippon Ichi Software
Dishonored: Definitive Edition,PlayStation 4,Action Adventure,80,7.0,M,Arkane Studios
Disney Infinity 2.0 Edition,PlayStation 4,Action Adventure,71,5.8,E10+,Avalanche Software
Disney Infinity 3.0 Edition,PlayStation 4,Action Adventure,80,6.0,E10+,Avalanche Software
Divekick: Addition Edition +,PlayStation 4,Action,No score yet,5.4,T,Iron Galaxy Studios
Divinity: Original Sin Enhanced Edition,PlayStation 4,Role-Playing,88,8.0,M,Larian Studios
DmC: Devil May Cry Definitive Edition,PlayStation 4,Fantasy,83,7.3,M,Ninja Theory
Dogchild,PlayStation 4,Action Adventure,71,6.2,E10+,Animatoon Studio
Dogos,PlayStation 4,Action,53,tbd,E10+,Pablo Testa
Doki-Doki Universe,PlayStation 4,Miscellaneous,71,6.2,E10+,SCEA
Don Bradman Cricket,PlayStation 4,Sports,76,7.3,E,Big Ant Studios
Don't Starve Together: Console Edition,PlayStation 4,Action Adventure,No score yet,6.7,T,Klei Entertainment
Don't Starve: Console Edition,PlayStation 4,Action Adventure,78,7.0,T,Klei Entertainment
Don't Starve: Reign of Giants,PlayStation 4,Action Adventure,No score yet,5.5,T,Klei Entertainment
DOOM,PlayStation 4,Sci-Fi,85,8.2,M,id Software
DOOM: Unto The Evil,PlayStation 4,Action,75,tbd,,id Software
Downwell,PlayStation 4,Action,80,7.9,E,Moppin
Dragon Age: Inquisition,PlayStation 4,Role-Playing,89,7.4,M,BioWare
Dragon Age: Inquisition - Game of the Year Edition,PlayStation 4,Role-Playing,No score yet,8.2,,Electronic Arts
Dragon Age: Inquisition - Jaws Of Hakkon,PlayStation 4,Role-Playing,No score yet,6.5,,BioWare
Dragon Age: Inquisition - The Descent,PlayStation 4,Role-Playing,63,5.4,,BioWare
Dragon Age: Inquisition - Trespasser,PlayStation 4,Role-Playing,No score yet,7.4,,BioWare
Dragon Ball: Xenoverse,PlayStation 4,Action,69,7.7,T,Dimps Corporation
Dragon Ball: Xenoverse 2,PlayStation 4,Action,74,8.1,T,Dimps Corporation
Dragon Fantasy: The Black Tome of Ice,PlayStation 4,Role-Playing,No score yet,6.9,E10+,The Muteki Corporation
Dragon Fin Soup,PlayStation 4,General,No score yet,4.8,T,Grimm Bros.
Dragon Quest Builders,PlayStation 4,Action Adventure,83,8.2,E10+,Square Enix
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PlayStation 4,2D,77,7.7,T,Omega Force
Dreii,PlayStation 4,Puzzle,75,tbd,E,Etter Studio GmbH
Driveclub,PlayStation 4,Racing,71,6.1,E,Evolution Studios
Driveclub Bikes,PlayStation 4,Racing,79,7.6,E,Evolution Studios
Driveclub VR,PlayStation 4,Racing,66,5.8,,Evolution Studios
Duck Dynasty,PlayStation 4,Sports,No score yet,2.0,T,FUN Labs
Duke Nukem 3D: 20th Anniversary World Tour,PlayStation 4,Action,77,6.1,M,Gearbox Software
Dungeon Defenders II,PlayStation 4,Strategy,No score yet,6.3,E10+,Trendy Entertainment
Dungeon Punks,PlayStation 4,Action,No score yet,6.8,E10+,Hyper Awesome Entertainment
Dungeons 2,PlayStation 4,Strategy,61,7.9,T,Kalypso
Dust: An Elysian Tail,PlayStation 4,Role-Playing,79,7.6,E10+,Humble Hearts
Dying Light,PlayStation 4,Action Adventure,74,7.9,M,Techland
EA Sports UFC,PlayStation 4,Other Sports Games,70,6.1,T,EA Sports
EA Sports UFC 2,PlayStation 4,Sports,79,6.2,T,EA Sports
Earth Defense Force 4.1: The Shadow of New Despair,PlayStation 4,Action,64,7.8,M,Sandlot
Emily Wants To Play,PlayStation 4,Adventure,75,tbd,T,SKH Apps
Ender of Fire,PlayStation 4,Role-Playing,No score yet,3.9,T,Xiness
Energy Hook,PlayStation 4,Driving,22,3.0,E,Happion Laboratories
Enter the Gungeon,PlayStation 4,Action,82,7.4,E10+,Dodge Roll
Entwined,PlayStation 4,Action,59,6.7,E,Pixel Opus
Escape Plan,PlayStation 4,Miscellaneous,73,6.8,T,Fun Bits
ETHER One,PlayStation 4,General,75,4.7,E10+,White Paper Games
EVE: Gunjack,PlayStation 4,Simulation,No score yet,6.2,T,CCP
EVE: Valkyrie,PlayStation 4,Action,75,6.5,T,CCP
Everybody's Gone to the Rapture,PlayStation 4,Action,78,6.5,M,The Chinese Room
Evolve,PlayStation 4,Sci-Fi,76,4.3,M,Turtle Rock Studios
Evolve: Ultimate Edition,PlayStation 4,Action,No score yet,6.7,M,Turtle Rock Studios
Exist Archive: The Other Side of the Sky,PlayStation 4,Role-Playing,67,7.7,T,Tri-Ace
Extreme Exorcism,PlayStation 4,Action,74,tbd,E10+,Golden Ruby Games
F1 2015,PlayStation 4,Racing,65,6.3,E,Codemasters
F1 2016,PlayStation 4,Racing,82,8.4,E,Codemasters
Fairy Fencer F: Advent Dark Force,PlayStation 4,Role-Playing,71,6.4,T,Compile Heart
Fallout 4,PlayStation 4,General,87,6.4,M,Bethesda Game Studios
Fallout 4: Automatron,PlayStation 4,Role-Playing,69,6.2,M,Bethesda Game Studios
Fallout 4: Contraptions Workshop,PlayStation 4,Role-Playing,No score yet,3.3,,Bethesda Game Studios
Fallout 4: Far Harbor,PlayStation 4,Role-Playing,75,6.1,M,Bethesda Game Studios
Fallout 4: Nuka-World,PlayStation 4,Role-Playing,64,5.9,,Bethesda Game Studios
Fallout 4: Vault-Tec Workshop,PlayStation 4,Role-Playing,60,4.0,,Bethesda Game Studios
Fallout 4: Wasteland Workshop,PlayStation 4,Role-Playing,50,3.4,M,Bethesda Game Studios
Far Cry 4,PlayStation 4,Action,85,7.7,M,Ubisoft Montreal
Far Cry 4: Escape from Durgesh Prison,PlayStation 4,Action,56,5.4,M,Ubisoft Montreal
Far Cry 4: Valley of the Yetis,PlayStation 4,Action,74,7.6,M,Ubisoft Montreal
Far Cry Primal,PlayStation 4,Action,76,6.2,M,Ubisoft Montreal
Farming Simulator 15,PlayStation 4,Simulation,54,5.8,E,Giants Software
Farming Simulator 17,PlayStation 4,Simulation,66,tbd,,Maximum Games
Fat Princess Adventures,PlayStation 4,Action,63,7.9,T,SCE Santa Monica
Fenix Furia,PlayStation 4,Action,71,tbd,E,Green Lava Studios
Fez,PlayStation 4,Action,90,6.3,E,Polytron Corp.
Fibbage: The Hilarious Bluffing Party Game,PlayStation 4,Miscellaneous,No score yet,7.5,T,Jackbox Games
FIFA 14,PlayStation 4,Sports,87,6.3,E,EA Canada
FIFA 15,PlayStation 4,Sports,82,5.7,E,EA Sports
FIFA 16,PlayStation 4,Sports,82,4.3,E,EA Sports
FIFA 17,PlayStation 4,Sports,84,5.0,E,EA Sports
Filthy Lucre,PlayStation 4,Action,61,7.3,M,Fabrik Games
Final Fantasy Type-0 HD,PlayStation 4,Role-Playing,72,6.6,M,HexaDrive
Final Fantasy VII,PlayStation 4,Role-Playing,No score yet,8.4,T,Square Enix
Final Fantasy X / X-2 HD Remaster,PlayStation 4,Miscellaneous,84,8.1,T,Virtuos
Final Fantasy XIV Online: A Realm Reborn,PlayStation 4,Massively Multiplayer,86,6.6,T,Square Enix
Final Fantasy XIV: Heavensward,PlayStation 4,Massively Multiplayer Online,86,7.6,T,Square Enix
Final Horizon,PlayStation 4,Strategy,No score yet,5.5,E10+,Eiconic Games
Firewatch,PlayStation 4,Adventure,76,7.1,M,Campo Santo
Flame Over,PlayStation 4,Simulation,No score yet,2.5,E,Laughing Jackal
Flockers,PlayStation 4,Puzzle,61,4.8,T,Team 17
flOw,PlayStation 4,Miscellaneous,71,6.5,E,SuperVillain Studios
flower,PlayStation 4,Miscellaneous,91,7.2,E,Bluepoint Games
Fluster Cluck,PlayStation 4,Action,37,4.0,E,LOOT Entertainment
Forced: Slightly Better Edition,PlayStation 4,Role-Playing,60,tbd,T,BetaDwarf
Foul Play,PlayStation 4,Action,66,tbd,E10+,Mediatonic
Frozen Free Fall: Snowball Fight,PlayStation 4,Puzzle,No score yet,2.4,E,SuperVillain Studios
Full Mojo Rampage,PlayStation 4,Role-Playing,66,tbd,T,Over the Top Games
Furi,PlayStation 4,Action,77,7.5,M,The Game Bakers
Futuridium EP Deluxe,PlayStation 4,Action,73,5.7,E,MixedBag Srl
Gal*Gun: Double Peace,PlayStation 4,Action,64,7.2,,Alchemist
Galak-Z: The Dimensional,PlayStation 4,Action,82,7.2,E10+,17-Bit
Game of Thrones: A Telltale Games Series,PlayStation 4,Action,69,6.7,M,Telltale Games
Game of Thrones: Episode Five - A Nest of Vipers,PlayStation 4,Action,77,6.8,M,Telltale Games
Game of Thrones: Episode Four - Sons of Winter,PlayStation 4,Action,73,7.3,M,Telltale Games
Game of Thrones: Episode One - Iron From Ice,PlayStation 4,Action,77,7.6,M,Telltale Games
Game of Thrones: Episode Six - The Ice Dragon,PlayStation 4,Action,75,6.9,M,Telltale Games
Game of Thrones: Episode Three - The Sword in the Darkness,PlayStation 4,Action,70,7.1,M,Telltale Games
Game of Thrones: Episode Two - The Lost Lords,PlayStation 4,Action,69,7.1,M,Telltale Games
Gauntlet: Slayer Edition,PlayStation 4,Role-Playing,71,7.0,M,Arrowhead Game Studios
Gemini: Heroes Reborn,PlayStation 4,Action Adventure,57,6.6,T,Phosphor Games
Gems of War,PlayStation 4,Puzzle,No score yet,5.5,T,Ininity Plus 2
Geometry Wars 3: Dimensions,PlayStation 4,Action,85,7.9,E,Lucid Games
Geometry Wars 3: Dimensions Evolved,PlayStation 4,Action,No score yet,6.8,E,Lucid Games
Ghostbusters,PlayStation 4,Action,30,0.6,E10+,Activision
Giana Sisters: Dream Runners,PlayStation 4,Action,37,4.8,E,Black Forest Games
Giana Sisters: Twisted Dreams - Director's Cut,PlayStation 4,Action,80,7.5,E,Black Forest Games
Goat Simulator,PlayStation 4,Simulation,58,6.0,T,Coffee Stain Studios
God Eater 2: Rage Burst,PlayStation 4,Role-Playing,70,8.0,T,Shift
God Eater Resurrection,PlayStation 4,Role-Playing,70,8.0,T,Shift
God of War III Remastered,PlayStation 4,Action Adventure,81,7.8,M,Wholesale Algorithms
Godzilla,PlayStation 4,Action,38,3.1,T,NATSUME ATARI Inc.
Gone Home: Console Edition,PlayStation 4,Adventure,85,4.2,M,The Fullbright Company
Goosebumps: The Game,PlayStation 4,Adventure,No score yet,5.5,E10+,WayForward
Grand Ages: Medieval,PlayStation 4,Strategy,64,7.1,T,Gaming Minds Studios
Grand Kingdom,PlayStation 4,Strategy,78,8.1,T,Spike Chunsoft
Grand Theft Auto III,PlayStation 4,Action Adventure,No score yet,7.5,M,DMA Design
Grand Theft Auto Online,PlayStation 4,Action Adventure,No score yet,7.8,,Rockstar North
Grand Theft Auto V,PlayStation 4,Action Adventure,97,8.3,M,Rockstar North
Grand Theft Auto: San Andreas,PlayStation 4,Action Adventure,No score yet,7.9,M,Rockstar North
Grand Theft Auto: Vice City,PlayStation 4,Action Adventure,No score yet,7.0,M,Rockstar North
Gravity Rush Remastered,PlayStation 4,Action,80,8.2,T,Bluepoint Games
Grim Fandango Remastered,PlayStation 4,General,80,7.8,T,Double Fine Productions
Grow Home,PlayStation 4,Action Adventure,74,6.1,E,Ubisoft Reflections
Grow Up,PlayStation 4,Action Adventure,70,6.4,E,Ubisoft Reflections
Gryphon Knight Epic,PlayStation 4,Action,No score yet,8.3,E10+,Cyber Rhino Studios
Guacamelee! Super Turbo Championship Edition,PlayStation 4,Action,87,7.6,E10+,DrinkBox Studios
Guilty Gear Xrd -REVELATOR-,PlayStation 4,Action,86,8.4,T,Arc System Works
Guilty Gear Xrd -SIGN-,PlayStation 4,Action,84,8.0,T,Arc System Works
Guitar Hero Live,PlayStation 4,Action,80,6.1,T,FreeStyleGames
GUNS UP!,PlayStation 4,Action,54,6.4,T,Valkyrie Entertainment
"Guns, Gore & Cannoli",PlayStation 4,Action,No score yet,8.5,T,
Gunscape,PlayStation 4,Action,61,tbd,T,Blowfish Studios
